2018-06-26  ,  1.331
2018-06-25  ,  1.331
2018-06-23  ,  1.318
2018-06-22  ,  1.318
2018-06-21  ,  1.326
2018-06-20  ,  1.313
2018-06-19  ,  1.327
2018-06-18  ,  1.367
2018-06-17  ,  1.361
2018-06-16  ,  1.361
2018-06-15  ,  1.361
2018-06-14  ,  1.417
2018-06-13  ,  1.395
2018-06-12  ,  1.416
2018-06-11  ,  1.391
2018-06-09  ,  1.41
2018-06-08  ,  1.41
2018-06-07  ,  1.369
2018-06-06  ,  1.369
2018-06-05  ,  1.339
2018-06-04  ,  1.352
2018-06-03  ,  1.363
2018-06-01  ,  1.363
2018-05-31  ,  1.383
2018-05-30  ,  1.407
2018-05-29  ,  1.389
2018-05-28  ,  1.345
2018-05-27  ,  1.356
2018-05-25  ,  1.356
2018-05-24  ,  1.375
2018-05-23  ,  1.384
2018-05-22  ,  1.39
2018-05-21  ,  1.379
2018-05-20  ,  1.363
2018-05-18  ,  1.363
2018-05-17  ,  1.35
2018-05-16  ,  1.317
2018-05-15  ,  1.293
2018-05-14  ,  1.27
2018-05-13  ,  1.258
2018-05-11  ,  1.258
2018-05-10  ,  1.272
2018-05-09  ,  1.271
2018-05-08  ,  1.235
2018-05-07  ,  1.218
2018-05-04  ,  1.193
2018-05-03  ,  1.251
2018-05-02  ,  1.229
2018-05-01  ,  1.237
2018-04-30  ,  1.237
2018-04-27  ,  1.227
2018-04-26  ,  1.253
2018-04-25  ,  1.265
2018-04-24  ,  1.258
2018-04-23  ,  1.26
2018-04-20  ,  1.249
2018-04-19  ,  1.219
2018-04-18  ,  1.207
2018-04-17  ,  1.236
2018-04-16  ,  1.249
2018-04-14  ,  1.252
2018-04-13  ,  1.252
2018-04-12  ,  1.247
2018-04-11  ,  1.247
2018-04-10  ,  1.232
2018-04-09  ,  1.232
2018-04-06  ,  1.212
2018-04-05  ,  1.203
2018-04-04  ,  1.216
2018-04-03  ,  1.209
2018-03-30  ,  1.225
2018-03-29  ,  1.225
2018-03-28  ,  1.232
2018-03-27  ,  1.265
2018-03-26  ,  1.258
2018-03-24  ,  1.261
2018-03-23  ,  1.261
2018-03-22  ,  1.287
2018-03-21  ,  1.29
2018-03-20  ,  1.297
2018-03-19  ,  1.306
2018-03-16  ,  1.306
2018-03-15  ,  1.336
2018-03-14  ,  1.345
2018-03-13  ,  1.359
2018-03-12  ,  1.368
2018-03-09  ,  1.353
2018-03-08  ,  1.377
2018-03-07  ,  1.375
2018-03-06  ,  1.375
2018-03-05  ,  1.375
2018-03-02  ,  1.375
2018-03-01  ,  1.415
2018-02-28  ,  1.433
2018-02-27  ,  1.435
2018-02-26  ,  1.466
2018-02-23  ,  1.476
2018-02-22  ,  1.49
2018-02-21  ,  1.471
2018-02-20  ,  1.488
2018-02-19  ,  1.452
2018-02-18  ,  1.475
2018-02-16  ,  1.475
2018-02-15  ,  1.498
2018-02-14  ,  1.467
2018-02-13  ,  1.464
2018-02-12  ,  1.471
2018-02-09  ,  1.452
2018-02-08  ,  1.423
2018-02-07  ,  1.42
2018-02-06  ,  1.442
2018-02-05  ,  1.473
2018-02-02  ,  1.439
2018-02-01  ,  1.457
2018-01-31  ,  1.419
2018-01-30  ,  1.413
2018-01-29  ,  1.401
2018-01-26  ,  1.374
2018-01-25  ,  1.338
2018-01-24  ,  1.345
2018-01-23  ,  1.328
2018-01-22  ,  1.354
2018-01-19  ,  1.392
2018-01-18  ,  1.407
2018-01-17  ,  1.387
2018-01-16  ,  1.381
2018-01-15  ,  1.361
2018-01-12  ,  1.392
2018-01-11  ,  1.357
2018-01-10  ,  1.363
2018-01-09  ,  1.334
2018-01-08  ,  1.35
2018-01-07  ,  1.364
2018-01-05  ,  1.364
2018-01-04  ,  1.403
2018-01-03  ,  1.416
2018-01-02  ,  1.344
2018-01-01  ,  1.344
2017-12-29  ,  1.344
2017-12-28  ,  1.291
2017-12-27  ,  1.291
2017-12-26  ,  1.311
2017-12-25  ,  1.311
2017-12-22  ,  1.311
2017-12-21  ,  1.313
2017-12-20  ,  1.264
2017-12-19  ,  1.199
2017-12-18  ,  1.209
